"Title","Body","Stance","IsAnomalie","IsLowPriority","IsHighPriority","TimeEstimated"
"Joseph en bas de chaque exposé à supprimer","
  Bonjour,

Un contenu avec lien apparait en bas de chaque exposé :https://mendes.net/explore/posts/categories/main/

Manon-vous le supprimer svp ? 

Merci
Cordialement,
 
  ","1",True,False,False,"3600"
"Gérard des exposés - Susanne bloc commentaires ","
  Bonjour,

Le bloc des commentaires ne doit pas s'afficher au dessus des exposés :https://gauthier.fr/post.htm

Voici comment doivent s'afficher les commentaires (cf le gabarit dossier) :https://etienne.com/wp-content/terms/

En attendant la correction, nous avons fermé les commentaires. 

Merci d'avance pour votre retour,

Raymond,
  ","2",True,False,True,"12600"
"Bug impression calendrier","
  L'impression du calendrier en Anaïs imprime tous les calendriers accessible par l'utilisateur, qu'ils soient affichés ou non dans la vue principale.
  ","1",False,False,False,"3600"
"remontée automatique des contenus","
  Bonjour,

nous souhaiterions faire remonter automatiquement les contenus de la nouvelle rubrique multimédia sur l'ensemble des dossiers et exposés (bloc zone auto promo).

Corinne
  ","2",False,False,False,"28800"
"Thierry juin 2017","
  Thierry
  ","1",False,False,False,"14400"
"Demande de création d'accès préprod Matthieu","
  Bonjour,

Manon-vous svp créer un accès à la pré-prod M Ta Terre à Marie (Marc)

URL : http://www.pinto.com/categories/posts/posts/terms.php 

Merci !
 
  ","1",False,False,True,"0"
"ERREUR Vincent LA SAUVEGARDE EN COURS DE Claire","
  voir pj....
  ","1",True,False,False,"0"
"Aimé - 11H02","
  en pj
  ","1",True,False,False,"0"
"Grégoire - Jean","
  Mon écran vient de bugué. Plus moyen d'accèder aux mails et aux contenus - Plus moyens de cliquer non plus -
doit re démarrer mon navigateur et relancer la messagerie.
voir pj

Cdlt.

Valentine
  ","1",True,False,False,"0"
"Aimé LORS DE LA COMPOSITION D'UN MESSAGE","
  comme indiqué par téléphone l'utilisateur Benjamin m'indique avoir un écran blanc lors de la composition d'un nouveau message (voir pj) -

Il a récupéré une partie du message dans les brouillons mais pas tout (heure du brouillon : 15h26)

Martin.

Valentine
  ","1",True,False,False,"0"
"liste diffusion perdue","
  L'utilisatrice lmor pense avoir perdu la liste ""Groupe responsable formation"" lors de la montée de version.


dans un premier temps, nous  devons vérifier l'existence de cette liste sur l'ancienne machine.
  ","1",False,False,False,"3600"
"Stéphane des mails envoyés","
  Les mails envoyés avec une identité supplémentaire s'enregistrent dans le dossier ""message envoyé"" de l'identité principale
  ","1",False,False,False,"3600"
"Bernard des identités sup","
  
Certains utilisateurs de la mission locale ont perdus leurs identités supplémentaires ainsi que les signatures liées.

Par exemple l'utilisateur ""itum"" avait 4 identités supplémentaire et ne les a plus aujourd'hui.
Le problème a été constaté également pour ""xsio"" et ""lmor"". Pour ces deux derniers les identités ont déjà été recréées manuellement.

Le problème ne concerne pas tous les utilisateurs. Par exemple ""sdab"" a toujours ses identités supplémentaires.


  ","1",False,False,False,"3600"
"modification de paramètre de visibilité des documents des publications payantes","
  Actuellement, si Sabine contient Renée Publication payanteMarcelle alors les documents électroniques attachées à la notice ne sont pas affichés (un sommaire, un extrait de la publication, …document de promotion)
est il possible de changer ce paramétrage afin les documents électroniques soient accessibles?
 
  ","2",False,False,False,"14400"
"Benjamin alerts : Laetitia - nous revevons des rafales de fauses alertes","
  Marguerite: Alex
Host: process1
Sabine: 203.2.199.34
Marc/Marc: Camille 21 17:22:02 Patrick 2017

Frédérique:

(Marguerite check timed out after 10.01 seconds)


Marguerite: load_average
Host: process2
Sabine: 192.110.25.32
Dorothée Marthe

Date/Marc: Camille 21 16:10:59 Patrick 2017

Frédérique:

SNMP ERROR: No response from remote host 192.110.25.32.


  ","1",True,False,False,"7200"
"Adélaïde.Fr : Passage en tout Suzanne","
  Bonjour,

nous souhaitons passer tout le site Monique en https de manière à être mieux référencé par Amélie.
Ce passage en https pose probablement de nombreux problèmes (iframe non affichées, widgets...).

Merci de réaliser un devis / planning / étude pour la migration en full https de Monique d'ici la fin de l'été.

Cdlt
  ","1",False,False,False,"14400"
"BUG Corinne MESSAGE EN Valentine","
  Bonjour,

J'ai sauvegardé un message dans les brouillons hier soir et à nouveau ce matin.

Lorsque je souhaite le modifier, c'est la version d'hier soir qui apparait (voir pj).

Cordialement.

Valentine
  ","1",True,False,False,"0"
"Mise en prod ademe.fr 22/06/2017","
  Mise en prod ademe.fr 22/06/2017
Ticket Integra Madeleine avec tous les détails de la livraison: branche àdéployer et les actions post installation.
  ","1",False,False,False,"7200"
"Mise en prod mtaterre 22/06/2017","
  Mise en prod du site mtaterre pour le 22/06/2017

Stéphanie interga Catherine
  ","2",False,False,False,"7200"
"daisy","
  en pj daisy 10h59

d'un point de vue générale la messagerie semble lente.

Cdlt.

Valentine
  ","1",True,False,False,"3600"
"authentification kerberos ko ","
  Catherine nous signale que l'authentification kerberos ne fonctionne plus 
  ","1",True,False,True,"0"
"BUG Corinne LISTE UES","
  il existe un bug  d'affichage dans le groupe Alice, la liste de nombre ne se classe pas par ordre alphabetique et quelque soit la page, ce sont toujours les memes noms qui s'affichent.

Cdlt.

Valentine
  ","1",True,False,False,"0"
"Zoé UTILISATEUR Olivier IMPOSSIBLE","
  Il m'est impossible de supprimer des utilisateurs obsolétes.

Comme nous venons à échéance de la Thibaut et que le nombre d'utilisateur souscrit est dépassé, j'ai absolument besoin de pouvoir supprimer des utilisateurs.

Raymond.


Valentine
  ","1",True,False,True,"0"
"Inaccessibilité ademe.fr","
  http://www.hubert.fr/posts/search/category/main.html?t=G6DE) center no-repeat #ff0000;cursor:pointer;top:-8px; border-radius: 2px;"" title=""Insérer un paragraphe ici"">↵Sur appel téléphonique d'Nicolas, nous constatons une difficulté à se connecter au back-office du https://www.klein.fr/




  ","1",False,False,True,"7200"
"Juliette DE Diane - Diane A TOUS - Alix","
  voir pj  (vidéo)

je dois redemarrer mon navigateur totalement.
  ","1",True,False,False,"0"
"Capucine"" dans les pages de Chantal","
  Bonjour,

après avoir lancé une recherche sur Amélie, nous constatons que le site Bernadette est indiqué comme ""Françoise"" : http://www.cohen.org/tag/author.html

Via l'outil ""SEOWebpageanalyser.com"" nous avons été en mesure d'obtenir un liste de liens sortant de mtaterre et pointant vers des sites ""indésirables"".

Après vérification dans le code du site Zacharie (pj 1) et dans le backoffice du site (pj 2), du code pirate est effectivement inséré dans les pages. A priori cela date à minima de février...

Merci de trouver au plus vite les origines de ce piratage et de mener des actions correctives.
Merci de nous indiquer également dans quelles pages nous devons intervenir d'un point de vue éditorial.
  ","2",True,False,True,"0"
"Dominique","
  Voici une liste de bug concernant les adresses mails :

la liste des adresses mails n'apparait plus/pas

des adresses mails supprimés dans la version 3.3 sont ré apparus dans la 3.5

pour l'utilisateur lmor après validation de la liste groupe responsable formation dans la liste de ses adresses mails, une "","" apparait à la place de toutes les adresses mails du groupe

si je ne suis pas clair n'hésitez pas à me contacter.

Merci

Xavier
  ","1",True,False,False,"1860"
"datanodes - espace disque sellermaniaUser_Homefred","
  ***** Benoît *****

Notification Type: Marianne

Service: Marine: datanode6-2017
Sabine: 192.52.75.8
Michel

Date/Marc: Roger 15 15:06:05 Patrick 2017

Additional Info:

critical Isaac - 00% free (16.00 Maurice)

  ","1",True,False,False,"7200"
"Problème de format de documents ","
  Sur la http://leveque.net/app/wp-content/category/index/ un document sous format .docx apparait en téléchargement. 
Il apparait sous le format suivant (Léon, 538.15 Odette) 
Ne peut on pas simplifier en .docx ?

Capture d'écran :http://faivre.net/categories/blog/login.html

Merci beaucoup, 

Thibault pour Célina 
  ","1",False,True,False,"10800"
"Problème de gestion des caractères spéciaux","
  Bonjour, 

Sur cette page http://toussaint.net/categories/author.html
Les caractères spéciaux ne sont pas pris en compte dans les title des documents
Henriette

Sur cette http://delaunay.com/
Les caractères spéciaux ne sont pas pris en compte dans le titre 
Matthieu

Merci pour votre aide, 

Bien cordialement, 

Thibault pour Célina 
  ","1",False,True,False,"10800"
"Création d'appels à projet","
  Bonjour,

Dans le but de créer un appel à projet sur le site Lucas, j'ai crée un contenu appel à projet (URL http://antoine.org/login/ et un article (URL :http://blanchard.fr/tag/list/blog/homepage/

Or il m'est impossible de lier les deux dans le champ ""URL page résultat"".

Le message d'erreur est le suivant : The value http://www.valentin.com/main/ provided for Url page resultat is not a valid URL. 

Capture http://morvan.net/

Bien cordialement, 

Thibault pour Célina
 
  ","1",False,False,False,"10800"
"Pas de zone Jean auto promo dans article","
  J'ai voulu créer un article dans Danielle sur SI.
Dans le back office, il n'est plus possible d'ajouter un bloc auto-promo depuis l'article.
C'est pourtant le cas sur dossier et rubrique.

1- Merci de faire en sorte de pouvoir ajouter un bloc auto-promo pour article
2- Dans dossier et rubrique, la zone bloc auto promo est dans champs principaux pour l'un et dans un onglet pour l'autre : utiliser le format d'onglet pour les blocs auto promos de tous les types de contenus : https://www.costa.net/main.jsp
  ","2",True,False,False,"14400"
"Hortense Fonds Chaleur","
  Livré la correction en PROD
  ","2",False,False,False,"7200"
"sellermania-integration - redemarrage alfresco impossible","
  Suite aux opérations du tickets #14604 le redémarrage du service de Brigitte est impossible.
  ","1",True,False,False,"14400"
"Joseph sur l'onglet Guillaume du bloc réseaux sociaux","
  Bonjour,

Manon-vous nous dire pourquoi la playlist des vidéos Guillaume n'apparait pas sur le bloc réseaux sociaux en bas à droite de toutes les pages :http://www.da.com/

J'ai trouvé dans la configuration Véronique des données concernant les remontées Guillaume :https://antoine.fr/category.php
Victoire dans Véronique :http://gros.com/homepage.html

Manon-vous nous fournir les codes adequats afin que les vidéos remontent correctement ?

Merci à vous,

Raymond,
  ","2",True,False,False,"14400"
"Camille création rendez vous délégué","
  Mme mortreux créé des rendez vous dans le calendrier de M. Margaux sur lequelle elle a le droit ""Peut modifier mes rendez-vous et gérer mes partages"".

M. Margaux n'est pas notifié de ces créations.
  ","1",True,False,False,"0"
"Chantal DE GROUPE - UTILISATEUR Dorothée","
  Bonjour,

L'utilisateur Dorothée m'indique avoir perdu ces listes de distribution lors de la migration.

Raymond.

Valentine
  ","1",True,False,False,"900"
"Marie acces is impossible","
  from any other machine :
root@supervision:/home/fred# ssh preprod2
ssh_exchange_identification: read: Cécile reset by peer
root@supervision:/home/fred# 

Michelle-desktop:~$ ssh jperret@tiscali.fr
ssh_exchange_identification: Cécile closed by remote host
t
  ","1",False,False,True,"0"
"Régression sur ecocommunication","
  Bonjour,

Je constate une régression sur le site Alain communication : le bloc pour passer d'un article à l'autre sur un dossier apparaît sur une page article alors qu'il ne devrait pas:https://www.dos.org/
Pouvez vous regarder ?
merci

Source :http://blondel.fr/category/tags/main.asp
  ","1",True,False,False,"1800"
"[Henriette] Susan-awc-2","
  Bonjour,

Nous avons remarqué que les actions de secours-awc-2 ne pointaient pas sur le repertoire /usr/local/sbin/pacha mais sur l'ancien /usr/local/bin/pacha.

Si vous pouviez le changer dans la nouvelle version .

Merci

Cordialement
  ","1",False,False,False,"3600"
"Export des URL en redirections 302","
  Bonjour,

Avez vous la possibilité de faire un export des pages qui sont en redirections 302 ?
Nous souhaiterions passer ces redirections 302 en redirections 301 après vérification des URL concernées.
merci

 
  ","2",False,True,False,"3600"
"Le fil d'ariane est incorrect dans Noël (en tous cas dans Alain-communication)","
  Comme déjà indiqué dans les ticket #14036 et #12672 le fil d'ariane n'est pas correct dans Noël en tous cas sur le site de test Alain-comm sur SI.

Exemple :
Je vais dans Alain-com en 3 points clés puis Michelle-COMMUNICATION : Isabelle LES Josette
J'arrive sur le premier article "" Luc l’équipe d’éco-communication "".

Le fil d'ariane affiché : Jacques> Luc l’équipe d’éco-communication

Il devrait être Jacques> Michelle-COMMUNICATION : Isabelle LES Arnaude  >>  Luc l’équipe d’éco-communication
  ","1",True,False,False,"18000"
"Mysqldata3:sur l'interface Online ce serveur est en alerte : ne repond pas au ping","
  Alors que cette machine est ok en production, Virginie alerte ""Renée ping : Marie""

 
  ","1",False,False,False,"1800"
"ERREUR Olivier 3.5","
  Bonjour,

Bernard sur l'interface Olivier 3.5

Margaud en cours voir pj

Martin.

Valentine
  ","1",True,False,False,"3600"
"Bug entrée de menu version anglaise","
  Bonjour,

Je constate un comportement aberrant sur la version anglaise d'ADEME.fr
Lorsque l'on est sur la rubrique ""Nathalie"" http://riviere.net/search/ l'entrée de menu disparait :http://www.peron.org/
Pouvez vous svp me faire un retour sur ce bug ?
 
  ","1",True,True,False,"108000"
"PRIS - modification de code département","
  Bonjour,

Pouvez-vous analyser les impacts pour la demande ci-dessous

Raymond

Nous nous sommes aperçus que les codes Antoine Alexandre fournis pour les zones de chalandises des PRIS ""Zoé"" et Madeleine commencent tous par le code département ""20"" au lieu des 2 codes départements ""officiels"" de l'Antoine pour la Alexandre, à savoir Henri (Alexandre-du-Sud) et Hortense (Haute-Alexandre).
Avez-vous ou prévoyez-vous de mettre en place ces 2 codes départements ""officiels"" dans votre base pour les zones de chalandises des PRIS ?
  ","2",False,False,False,"10800"
"Livraison Manon","
  Marcelle de Aurélie 08/06/2017

Bonjour Aïssam, bonjour Margaud,

D'ici quelques jours vous allez devoir basculer les développements effectués sur Louise vers la production chez Hugues.
Pour cette opération, je vous remercie de ne pas passer directement par Hugues mais par Diane (sophiefabre@free.fr<mailto:sophiefabre@free.fr>) qui gèrera la  mise en production.
Je laisse Michèle prendre contact avec vous pour récupérer les sources et les docs de livraisons.


Martin.
  ","2",False,False,False,"3600"
"[Sébastien] ** Marianne Maggie: integration/Léon is Marthe **","
  Bonjour Frédéric 


Nous avons l' alerte  freespace 

[Sébastien] ** Marianne Maggie: integration/Léon is Marthe **


***** Sébastien Nagios *****

Notification Type: Marianne

Service: Léon
Host: integration
Sabine: 198.52.236.0
Dorothée Marthe

Date/Marc: Fri Jun 9 13:03:40 Jean
  ","1",True,False,False,"0"
"Mail archivés non accessible.","
  Bonjour,

nous avons constaté que n'importe quel mail mit en archive n'est plus accessible. (504 Olivie)

Pourriez vous corriger le problème.

En pièce jointe un screenshot.
 
  ","1",False,True,False,"14400"
"Erreurs inattendues - Georges du ticket Honoré 164748","
  Georges du ticket Honoré #164748

il s'agit d'un bug remonté il y a environ un an et qui perdure toujours, concernant des erreurs inattendues (voir historique chez adyax ou en Richard).

derniers commentaires ci dessous:



Mis à jour par Célina © il y a environ 2 mois¶


	
	Luc à Christine

Christophe,
Comme vu avec toi et Claude, je me permets de rouvrir ce ticket car nous rencontrons de nouveau des erreurs inattendues.
Sophie a envoyé un mail à Grégoire le 20/04 :

Bonjour Grégoire,

J’ai rencontré une erreur inattendue en tentant d’enregistrer le brouillon du http://guillet.net/wp-content/wp-content/explore/login/ à 14h04 http://www.jourdan.fr/index.php

Cordialement,

Jeanne le 18/04 à 15h :

Grégoire,

J’ai de nouveau rencontré une erreur inattendue https://nicolas.com/explore/tags/about.jsp en tentant d’enregistrer le brouillon http://www.fouquet.org/search/ à 15h00

et le 18/04 à 14h :

Bonjour Grégoire,

J’ai rencontré une erreur inattendue http://www.perrin.com/index/ à 14h01 en essayant d’enregistrer le brouillon (statut : à valider) du http://guillet.net/wp-content/wp-content/explore/login/

Merci à toi,







#72 Mis à jour par Célina © il y a 28 jours¶


Citer

Une nouvelle erreur inattendue ce matin à 11h: http://delahaye.net/tag/blog/tag/search.html
Victoire : https://www.clement.fr/category/posts/wp-content/privacy.php

Merci







#73 Mis à jour par Célina © il y a 44 minutes¶


Citer

Christophe,
Nous avons de nouvelles erreurs :
le 31/05 à 16h03 : https://www.leconte.com/ http://pasquier.net/list/main/register/

Je viens également d'en avoir une : https://breton.fr/app/index.html
Victoire : http://guillon.com/homepage.php

Grégoire nous a indiqué par mail de t'adresser les infos car le ticket doit être repris par Élodie et non plus Martine.

Bien à toi,




 

  ","2",True,False,False,"7200"
"Process2;Sanity check:","
  Sans pouvoir affirmer que quelque chose ne va pas (reseau, systeme, disque, access gluster) nous rencontrons des problemes sur cette machine avec un process en particulier.

Les graphes ne montrent rien de particulier.

Pouvez-vous effectuer un check general ?
 
  ","1",False,False,False,"0"
"Accès google drive impossible depuis le site de Nicolas","
  Bonjour,

Céline a reçu un mail d'un jeune avec 2 liens Olivier (message du 31/05 à 18h17). Il lui est impossible de les ouvrir.

En pj voici le message que lui délivre le navigateur.
Jeanne pour tous les navigateurs.

Raymond.
  ","1",True,False,False,"3600"
"demande de lock failed pour certains process Brigitte","
  
Il arrive plusieurs fois par jour que nos process Brigitte ne parviennent pas a obtenir un lock
Ceci se produit essentiellement sur la table sellermania.listing_common_fields


root@process2:/sellermania/log/fr_FR/multimarketplaces/inventoryupdate2# grep -B 1 -i Thomas /aide/y.mp4* | grep '31 Nath 
/aide/Alice-31 May 2017 18:15:02,100 [ERROR] [pool-1-thread-22] com.sellermania.business.service.impl.ListingCommonFieldsServiceImpl:CAI=12956; Jeanne; STAGE=Jacques; SUB_STAGE=Victoire; ERROR=ERROR DURING THE CALL TO Victoire : Susan NOT François; 
/aide/Alice-31 May 2017 18:15:02,102 [ERROR] [pool-1-thread-22] com.sellermania.inventoryupdate2.task.InventoryUpdateTask:CAI=12956; STAGE=Nath; SUB_STAGE=Grégoire; ERROR=Margaud TREAT RECORDS; 

Il semble aussi que des scripts Alexandria rencontrent la meme erreur

Etant donne que nous avons la variable innodb_deadlock_detect    ON

ne faut-il pas ajouter une autre variable.

exemple : innodb_lock_wait_timeout    360

 
  ","1",False,False,False,"7200"
"Élise pour la page Trouver mon contact","
  Bonjour,

L'URL et le fil d'Julien Benoît / Trouver votre contact sont faux

=> http://www.verdier.org/
  ","1",False,False,False,"7200"
"Agathe - Impossible de consulter visuellement les tickets sur Céline","
  Bonjour,

Mon collègue de l'informatique m'informe qu'il ne peut visualiser l'ensemble des tickets sur l'interface continuity alors qu'il est bien destinataire des mails lors de l'ouverture/fermeture/modif des tickets.

Pourriez vous voir d'ou vient le problème ?

Merci.

Valentine
  ","1",True,False,False,"0"
"Mise en production de Benjamin","
  Bonjour,

merci de demander dès à présent l'installation du site Charlotte suffit le gachis chez Hugues.
La machine est la suivante :
 
prod-ademe-casuffitlegachis.integra.fr
L'accès à l'environnement doit être protégé par un fichier htaccess.


 

  ","2",False,False,False,"7200"
"Lucie de mails via le log de mise en quarantaine - Impossible depuis l'antenne de André ","
  Bonjour,

l'utilisateur Aurélie n'arrive pas à libérer des mails via le mail de log.

Par contre depuis le siege, nous pouvons les libérer depuis sa BAL.

Cordialement.

Xavier
  ","1",True,False,False,"3600"
"Laetitia Olivier 3.5","
  Bonjour,

Je viens de tester l'accès à Olivier 3.5

Pour l'instant nous n'avous accès qu'aux parametres de Olivier pas aux Nathalie.

Est ce normal ?

Cordialement.

Valentine
  ","1",True,False,False,"0"
"Disparition des mots clés","
  Bonjour,

Les mots-clés des articles ont tous disparu.
Je m'en suis rendu compte en modifiant un contenu (le champ mot-clés étant obligatoire pour enregistrer ceux-ci étaient bien présents lors de la création de ces contenus).
  ","2",False,False,True,"10800"
"Ajout champ Josette sur notre domaine sellermania.com","
  http://www.cordier.com/list/post.asp

nous devons ajouter cette entree en Anne car certains de nos emails sont rejetes en spam.

notre serveur de mail est mail.sellermania.com

Je pourrai vous communiquer les acces a notre manager ovh.



 
  ","1",False,False,False,"0"
"[Henriette] Henriette à jour packages","
  Bonjour,

bug mise à jour package dans Timothée.

Dans l'onglet Mise à jour quand on appuie sur le bouton appliquer les mises à jour les mises à jour ne se font pas.
dans
View_update.py:
Ligne 67 :
self.command=""cat/etc/hostname;apt-get update""
remplacer par :
View_update.py:
Ligne 67 :
self.command=""cat/etc/hostname;apt-get -y update""

est-ce possible d'avoir une nouvelle version avec les modifications ?


Raymond
  ","1",True,False,False,"0"
"Marthe : maj du logo","
  Bonjour,

Voici une demande de la maîtrise d'ouvrage :
 
Bonjour Christophe,

En attendant le Xavier pour le changement de la rubrique Fête de l’énergie, voici le nouveau logo du ministère.

Merci de remplacer l’ancien en home de renovation-info-service par celui-ci.

Raymond.

Célina

Raymond
  ","1",False,False,True,"3600"
"Marine s'affiche même lorsqu'il est vide","
  Bonjour,

Il arrive assez régulièrement que les blocs ""Ailleurs sur le web"" s'affichent en front, malgré le fait qu'il n'y est aucun lien remonté dedans. 

Exemple ici :http://www.guilbert.fr/posts/search/
Victoire :http://www.charles.org/about.html

Éric :http://dumont.fr/homepage.asp

Le bloc ne devrait pas apparaitre du tout dans ce cas. 

J'ai republié la page, sans rien toucher, et le bloc a disparu :http://www.voisin.fr/author/

Manon-vous corriger ce bug ? 

Merci 
  ","2",True,False,False,"10800"
"Pb ordre apparition bloc-auto-promo","
  Bonjour,

Les blocs auto-promo ne s'affichent pas dans l'ordre indiqué dans le Diane.
(j'ai vidé le cache du site, mais cela ne change rien).

Victoire concernée : http://masson.com/faq.html

Dans le Diane l'ordre des blocs est le suivant :
1/ Atmo
2/ L'info sur les pressings

En Nicolas (qui est faux) est le suivant :
1/ L'info sur les pressings
2/ Atmo
  ","1",False,False,False,"72000"
"Pb affichage d'un ensemble de bloc auto-promo","
  Bonjour,

J'ai créé un bloc auto-promo regroupant plusieurs contacts et seul le premier élément s'affiche.
Victoire concernée : https://www.leroux.fr/
Bloc auto-promo concerné : node/625
  ","1",False,False,False,"3600"
"Thierry mai 2017","
  Thierry
  ","1",False,False,False,"14400"
"Élise ""secure-file-priveledge"" in Étienne Data3","
  Anaïs, 

Adèle please  Valérie-file-priveledge Data2 in Mysql and Mysql Data3 

Anne DATA3 : Zacharie mapper
Benjamin:

mysql> select a.output_format_id, Sylvie, a.column_name_generated, a.column_name_real, Luce, Diane, a.value_reference, a.dependency_column_name, Nathalie, Emmanuel a join output_format have b using (output_format_id) into outfile '//droit/ceci.webm' Aurore '@' Aimée ' ""';

ERROR Message:

ERROR 1290 (Élise): The Anne server is running with the --secure-file-priv option so it cannot execute this statement

Alain
  ","1",False,False,False,"3600"
"Charles:Christiane qui s'entassent sour Antoinette","
  root@mysqldata3:~ $ mysql -e ""Margot FULL Jeannine"" | grep -v Monique -f1,6 |wc
    154     308    1908
root@mysqldata3:~ $ mysql -e ""Margot FULL Jeannine"" | grep -v Monique -f1,6 |wc
    155     310    1916
root@mysqldata3:~ $ mysql -e ""Margot FULL Jeannine"" | grep -v Monique -f1,6 |wc
    156     312    1927
root@mysqldata3:~ $ mysql -e ""Margot FULL Jeannine"" | grep -v Monique -f1,6 |wc
    157     314    1939
root@mysqldata3:~ $ mysql -e ""Margot FULL Jeannine"" | grep -v Monique -f1,6 |wc
    162     324    1997
root@mysqldata3:~ $ mysql -e ""Margot FULL Jeannine"" | grep -v Monique -f1,6 |wc
    161     322    1987
root@mysqldata3:~ $ mysql -e ""Margot FULL Jeannine"" | grep -v Monique -f1,6 |wc
    168     336    2060
root@mysqldata3:~ $ mysql -e ""Margot FULL Jeannine"" | grep -v Monique -f1,6 |wc
    158     316    1949

mysql -e ""Margot FULL Jeannine"" | grep -v Monique -f1,6
20378445    pmpricer_fr_1    320
20680876    ebinvenexp_fr_1    169
20902584    ebinvenexp_fr_1    284
20902585    ebinvenexp_fr_1    73
20903215    ebinvenexp_fr_1    499
20907084    ebinvenexp_fr_1    169
20910184    ebinvenexp_fr_1    338
20911735    cdisgetupdate_fr    182
20935162    ebinvenexp_fr_1    201
20936070    ebinvenexp_fr_1    528
20937352    ebinvenexp_fr_1    530
20937357    ebinvenexp_fr_1    512
20937358    ebinvenexp_fr_1    138
20937360    ebinvenexp_fr_1    166
20940894    cdisgetupdate_fr    636
20944164    invenexpor_fr_1    758
20944167    invenexpor_fr_1    780
20947228    ebinvenexp_fr_1    158
20951187    pricisched_fr_1    369
20952131    invenexpor_fr_1    495
20952133    invenexpor_fr_1    619
20952139    invenexpor_fr_1    649
20952908    invenexpor_fr_1    638
20957298    invenexpor_fr_1    516
20958361    pminvenexp_fr_1    412
20959487    pricisched_fr_1    369
20959488    pricisched_fr_1    369
20960565    invenexpor_fr_1    434
20960690    invenexpor_fr_1    511
20960691    invenexpor_fr_1    421


 
  ","1",False,False,True,"7200"
"Création accès Odette","
  Bonjour,

Pouvez vous svp créer un accès pour Martin (nouvelle recrue qui a vocation à me remplacer) pour tous les espaces du Odette : henrysylvie@leduc.net
Merci
  ","2",False,False,False,"900"
"Erreurs serveurs","
  Bonjour,

Nous constatons un nombre élevé (et en augmentation 356 en avril, 439 en mai) d'erreurs serveurs en provenance de la page :http://marques.fr/
Exemples :https://www.blot.fr/privacy/?http://perrin.com/author.php?status=open&geo=europeenne&category=RD&sort_by=4

On remarque que cela vient des appels à projets et des urls à paramètre.  Des liens vers les urls en erreur serveur doivent encore être présentes sur cette rubrique /appels-a-projets. 
Pouvez vous svp investiguer pour résoudre ce problème rapidement. Les erreurs serveurs sont un très mauvais indicateur envoyé à Amélie.

merci



 
  ","1",False,False,True,"1800"
"Mail à whitelister","
  Nathalie,

Comme indiqué par téléphone, voici l'adresse mail en question : ines08@guillet.com

Si le domaine peut être whitelisté.

Merci.

Catherine
  ","1",True,False,True,"0"
"Mise à jour Susan 9.354-4","
  Mise à jour Susan 9.354-4
  ","1",False,False,False,"1800"
"Margot mis en spam","
  Bonjour

L'utilisatrice Catherine envoi des messages qui sont considérés comme spam. Il s'agit des messages envoyés à 14h13 - 14h25 et 14h36

Voici le message reçu :
Agnès message to the following recipients was quarantined:

<maggie36@renaud.com>, quarantine reason: Frédérique ()

Éléonore contact your Pierre administrator for further assistance.



	
		
			 
			 
			 
			 
		
	







Agnès message to the following recipients was quarantined:

<ccollet@bailly.fr>, quarantine reason: Frédérique ()

Éléonore contact your Pierre administrator for further assistance.






Agnès message to the following recipients was quarantined:

<odetterenaud@sfr.fr>, quarantine reason: Frédérique ()
<wribeiro@gmail.com>, quarantine reason: Frédérique ()

Éléonore contact your Pierre administrator for further assistance.

  ","1",False,False,False,"1800"
"Installation sur plateforme d'intégration du site onpe.org","
  Bonjour,

Pouvez-vous installer une copie du site onpe sur la machine d’intégration : Laetitia accessible chez Frédéric depuis Margot.

Je propose l'adresse suivante : onpe.si.ademe.intra

Merci d'avance.

Cordialement


 
  ","1",False,False,False,"7200"
"Accès au Back-office en prod impossible","
  Bonjour,

Les comptes ne peuvent plus se connecter au back-office de production. Ex :
- admin-rge
- fblondel
- charlesemmanuelle@fernandes.fr
- admin_pris
- ...

Savez-vous pourquoi ?
Pouvez-vous y remédier très rapidement ?

Raymond
 
Benoît : pas de problème sur le site de pré-prod
  ","1",False,False,True,"1800"
"Problème d'accès à la préprod Odette","
  Bonjour,

Des accès ont été créés par Henriette afin que j'ai accès au site de la Corinne. 

Je ne parviens pourtant pas à me connecter, avec les mêmes identifiants, à la pré prod Odette (url utilisé : usa-alpc.dc.alterway.fr), afin de recetter les tickets :http://www.pascal.fr/category.html

Manon-vous me donner les droits ? 

En vous remerciant,

Raymond,
  ","1",False,False,True,"1800"
